file,slug,filename,title,words,thin,placeholders
index.html,(root),index.html,Texas School Districts Directory | Texas Special Education Resources,180,True,
royse-city-isd\leadership-directory.html,royse-city-isd,leadership-directory.html,Royse City ISD Special Education Contacts | Staff Directory,287,True,
spring-isd\leadership-directory.html,spring-isd,leadership-directory.html,Spring ISD Special Education Contacts | Staff Directory,287,True,
amarillo-isd\leadership-directory.html,amarillo-isd,leadership-directory.html,Amarillo ISD Special Education Contacts | Staff Directory,288,True,
crowley-isd\leadership-directory.html,crowley-isd,leadership-directory.html,Crowley ISD Special Education Contacts | Staff Directory,288,True,
round-rock-isd\leadership-directory.html,round-rock-isd,leadership-directory.html,Round Rock ISD Special Education Contacts | Staff Directory,288,True,
eagle-mountain-saginaw-isd\leadership-directory.html,eagle-mountain-saginaw-isd,leadership-directory.html,Eagle Mountain-Saginaw ISD Special Education Contacts | Staff Directory,289,True,
weslaco-isd\leadership-directory.html,weslaco-isd,leadership-directory.html,Weslaco ISD Special Education Contacts | Staff Directory,289,True,
aldine-isd\leadership-directory.html,aldine-isd,leadership-directory.html,Aldine ISD Special Education Contacts | Staff Directory,290,True,
allen-isd\leadership-directory.html,allen-isd,leadership-directory.html,Allen ISD Special Education Contacts | Staff Directory,290,True,
copperas-cove-isd\leadership-directory.html,copperas-cove-isd,leadership-directory.html,Copperas Cove ISD Special Education Contacts | Staff Directory,290,True,
garland-isd\leadership-directory.html,garland-isd,leadership-directory.html,Garland ISD Special Education Contacts | Staff Directory,290,True,
new-caney-isd\leadership-directory.html,new-caney-isd,leadership-directory.html,New Caney ISD Special Education Contacts | Staff Directory,290,True,
princeton-isd\leadership-directory.html,princeton-isd,leadership-directory.html,Princeton ISD Special Education Contacts | Staff Directory,290,True,
texas-city-isd\leadership-directory.html,texas-city-isd,leadership-directory.html,Texas City ISD Special Education Contacts | Staff Directory,290,True,
edinburg-cisd\leadership-directory.html,edinburg-cisd,leadership-directory.html,Edinburg CISD Special Education Contacts | Staff Directory,291,True,
georgetown-isd\leadership-directory.html,georgetown-isd,leadership-directory.html,Georgetown ISD Special Education Contacts | Staff Directory,291,True,
mansfield-isd\leadership-directory.html,mansfield-isd,leadership-directory.html,Mansfield ISD Special Education Contacts | Staff Directory,291,True,
northside-isd\leadership-directory.html,northside-isd,leadership-directory.html,Northside ISD Special Education Contacts | Staff Directory,291,True,
rio-grande-city-grulla-isd\leadership-directory.html,rio-grande-city-grulla-isd,leadership-directory.html,Rio Grande City Grulla ISD Special Education Contacts | Staff Directory,291,True,
victoria-isd\leadership-directory.html,victoria-isd,leadership-directory.html,Victoria ISD Special Education Contacts | Staff Directory,291,True,
wylie-isd\leadership-directory.html,wylie-isd,leadership-directory.html,Wylie ISD Special Education Contacts | Staff Directory,291,True,
bastrop-isd\leadership-directory.html,bastrop-isd,leadership-directory.html,Bastrop ISD Special Education Contacts | Staff Directory,292,True,
lewisville-isd\leadership-directory.html,lewisville-isd,leadership-directory.html,Lewisville ISD Special Education Contacts | Staff Directory,292,True,
pflugerville-isd\leadership-directory.html,pflugerville-isd,leadership-directory.html,Pflugerville ISD Special Education Contacts | Staff Directory,292,True,
plano-isd\leadership-directory.html,plano-isd,leadership-directory.html,Plano ISD Special Education Contacts | Staff Directory,292,True,
tyler-isd\leadership-directory.html,tyler-isd,leadership-directory.html,Tyler ISD Special Education Contacts | Staff Directory,292,True,
birdville-isd\leadership-directory.html,birdville-isd,leadership-directory.html,Birdville ISD Special Education Contacts | Staff Directory,293,True,
clear-creek-isd\leadership-directory.html,clear-creek-isd,leadership-directory.html,Clear Creek ISD Special Education Contacts | Staff Directory,293,True,
friendswood-isd\leadership-directory.html,friendswood-isd,leadership-directory.html,Friendswood ISD Special Education Contacts | Staff Directory,293,True,
lake-travis-isd\leadership-directory.html,lake-travis-isd,leadership-directory.html,Lake Travis ISD Special Education Contacts | Staff Directory,293,True,
northwest-isd\leadership-directory.html,northwest-isd,leadership-directory.html,Northwest ISD Special Education Contacts | Staff Directory,293,True,
texarkana-isd\leadership-directory.html,texarkana-isd,leadership-directory.html,Texarkana ISD Special Education Contacts | Staff Directory,293,True,
united-isd\leadership-directory.html,united-isd,leadership-directory.html,United ISD Special Education Contacts | Staff Directory,293,True,
channelview-isd\leadership-directory.html,channelview-isd,leadership-directory.html,Channelview ISD Special Education Contacts | Staff Directory,294,True,
college-station-isd\leadership-directory.html,college-station-isd,leadership-directory.html,College Station ISD Special Education Contacts | Staff Directory,294,True,
el-paso-isd\leadership-directory.html,el-paso-isd,leadership-directory.html,El Paso ISD Special Education Contacts | Staff Directory,294,True,
fort-bend-isd\leadership-directory.html,fort-bend-isd,leadership-directory.html,Fort Bend ISD Special Education Contacts | Staff Directory,294,True,
san-antonio-isd\leadership-directory.html,san-antonio-isd,leadership-directory.html,San Antonio ISD Special Education Contacts | Staff Directory,294,True,
coppell-isd\leadership-directory.html,coppell-isd,leadership-directory.html,Coppell ISD Special Education Contacts | Staff Directory,295,True,
del-valle-isd\leadership-directory.html,del-valle-isd,leadership-directory.html,Del Valle ISD Special Education Contacts | Staff Directory,295,True,
klein-isd\leadership-directory.html,klein-isd,leadership-directory.html,Klein ISD Special Education Contacts | Staff Directory,295,True,
mission-cisd\leadership-directory.html,mission-cisd,leadership-directory.html,Mission CISD Special Education Contacts | Staff Directory,295,True,
alvin-isd\leadership-directory.html,alvin-isd,leadership-directory.html,Alvin ISD Special Education Contacts | Staff Directory,296,True,
cypress-fairbanks-isd\leadership-directory.html,cypress-fairbanks-isd,leadership-directory.html,Cypress-Fairbanks ISD Special Education Contacts | Staff Directory,296,True,
ector-county-isd\leadership-directory.html,ector-county-isd,leadership-directory.html,Ector County ISD Special Education Contacts | Staff Directory,296,True,
midland-isd\leadership-directory.html,midland-isd,leadership-directory.html,Midland ISD Special Education Contacts | Staff Directory,296,True,
rockwall-isd\leadership-directory.html,rockwall-isd,leadership-directory.html,Rockwall ISD Special Education Contacts | Staff Directory,296,True,
grapevine-colleyville-isd\leadership-directory.html,grapevine-colleyville-isd,leadership-directory.html,Grapevine-Colleyville ISD Special Education Contacts | Staff Directory,297,True,
houston-isd\leadership-directory.html,houston-isd,leadership-directory.html,Houston ISD Special Education Contacts | Staff Directory,298,True,
judson-isd\leadership-directory.html,judson-isd,leadership-directory.html,Judson ISD Special Education Contacts | Staff Directory,298,True,
spring-branch-isd\leadership-directory.html,spring-branch-isd,leadership-directory.html,Spring Branch ISD Special Education Contacts | Staff Directory,298,True,
idea-public-schools\leadership-directory.html,idea-public-schools,leadership-directory.html,IDEA Public Schools Special Education Contacts | Staff Directory,299,True,
santa-fe-isd\leadership-directory.html,santa-fe-isd,leadership-directory.html,Santa Fe ISD Special Education Contacts | Staff Directory,300,True,
schertz-cibolo-universal-city-isd\leadership-directory.html,schertz-cibolo-universal-city-isd,leadership-directory.html,Schertz-Cibolo-Universal City ISD Special Education Contacts | Staff Directory,300,True,
la-joya-isd\leadership-directory.html,la-joya-isd,leadership-directory.html,La Joya ISD Special Education Contacts | Staff Directory,301,True,
pharr-san-juan-alamo-isd\leadership-directory.html,pharr-san-juan-alamo-isd,leadership-directory.html,Pharr-San Juan-Alamo ISD Special Education Contacts | Staff Directory,301,True,
little-elm-isd\leadership-directory.html,little-elm-isd,leadership-directory.html,Little Elm ISD Special Education Contacts | Staff Directory,302,True,
north-east-isd\leadership-directory.html,north-east-isd,leadership-directory.html,North East ISD Special Education Contacts | Staff Directory,302,True,
tomball-isd\leadership-directory.html,tomball-isd,leadership-directory.html,Tomball ISD Special Education Contacts | Staff Directory,302,True,
harmony-public-schools-combined\leadership-directory.html,harmony-public-schools-combined,leadership-directory.html,Harmony Public Schools (Combined) Special Education Contacts | Staff Directory,304,True,
eanes-isd\leadership-directory.html,eanes-isd,leadership-directory.html,Eanes ISD Special Education Contacts | Staff Directory,331,True,
abilene-isd\index.html,abilene-isd,index.html,Abilene ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
amarillo-isd\index.html,amarillo-isd,index.html,Amarillo ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
beaumont-isd\index.html,beaumont-isd,index.html,Beaumont ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
lubbock-isd\index.html,lubbock-isd,index.html,Lubbock ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
texarkana-isd\index.html,texarkana-isd,index.html,Texarkana ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
victoria-isd\index.html,victoria-isd,index.html,Victoria ISD Special Education Resources | Parent Rights Guide,342,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
corpus-christi-isd\index.html,corpus-christi-isd,index.html,Corpus Christi ISD Special Education Resources | Parent Rights Guide,347,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
san-angelo-isd\index.html,san-angelo-isd,index.html,San Angelo ISD Special Education Resources | Parent Rights Guide,347,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
wichita-falls-isd\index.html,wichita-falls-isd,index.html,Wichita Falls ISD Special Education Resources | Parent Rights Guide,347,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
longview-isd\resources.html,longview-isd,resources.html,Special Education Services &amp; Support in Longview ISD | Texas Special Ed,358,True,
houston-isd\resources.html,houston-isd,resources.html,Special Education Services &amp; Support in Houston ISD | Texas Special Ed,362,True,
lamar-cisd\resources.html,lamar-cisd,resources.html,Special Education Services &amp; Support in Lamar CISD | Texas Special Ed,362,True,
killeen-isd\resources.html,killeen-isd,resources.html,Special Education Services &amp; Support in Killeen ISD | Texas Special Ed,363,True,
georgetown-isd\resources.html,georgetown-isd,resources.html,Special Education Services &amp; Support in Georgetown ISD | Texas Special Ed,364,True,
grapevine-colleyville-isd\resources.html,grapevine-colleyville-isd,resources.html,Special Education Services &amp; Support in Grapevine-Colleyville ISD | Texas Special Ed,364,True,
mansfield-isd\resources.html,mansfield-isd,resources.html,Special Education Services &amp; Support in Mansfield ISD | Texas Special Ed,365,True,
northside-isd\resources.html,northside-isd,resources.html,Special Education Services &amp; Support in Northside ISD | Texas Special Ed,365,True,
temple-isd\resources.html,temple-isd,resources.html,Special Education Services &amp; Support in Temple ISD | Texas Special Ed,365,True,
united-isd\resources.html,united-isd,resources.html,Special Education Services &amp; Support in United ISD | Texas Special Ed,365,True,
midland-isd\resources.html,midland-isd,resources.html,Special Education Services &amp; Support in Midland ISD | Texas Special Ed,366,True,
sherman-isd\resources.html,sherman-isd,resources.html,Special Education Services &amp; Support in Sherman ISD | Texas Special Ed,366,True,
socorro-isd\resources.html,socorro-isd,resources.html,Special Education Services &amp; Support in Socorro ISD | Texas Special Ed,367,True,
austin-isd\resources.html,austin-isd,resources.html,Special Education Services &amp; Support in Austin ISD | Texas Special Ed,368,True,
montgomery-isd\resources.html,montgomery-isd,resources.html,Special Education Services &amp; Support in Montgomery ISD | Texas Special Ed,368,True,
texarkana-isd\resources.html,texarkana-isd,resources.html,Special Education Services &amp; Support in Texarkana ISD | Texas Special Ed,368,True,
waco-isd\resources.html,waco-isd,resources.html,Special Education Services &amp; Support in Waco ISD | Texas Special Ed,368,True,
lewisville-isd\resources.html,lewisville-isd,resources.html,Special Education Services &amp; Support in Lewisville ISD | Texas Special Ed,369,True,
garland-isd\resources.html,garland-isd,resources.html,Special Education Services &amp; Support in Garland ISD | Texas Special Ed,370,True,
hays-cisd\resources.html,hays-cisd,resources.html,Special Education Services &amp; Support in Hays CISD | Texas Special Ed,370,True,
longview-isd\index.html,longview-isd,index.html,Longview ISD Special Education Resources | Parent Rights Guide,370,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
magnolia-isd\resources.html,magnolia-isd,resources.html,Special Education Services &amp; Support in Magnolia ISD | Texas Special Ed,370,True,
prosper-isd\resources.html,prosper-isd,resources.html,Special Education Services &amp; Support in Prosper ISD | Texas Special Ed,370,True,
tyler-isd\index.html,tyler-isd,index.html,Tyler ISD Special Education Resources | Parent Rights Guide,370,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
bryan-isd\index.html,bryan-isd,index.html,Bryan ISD Special Education Resources | Parent Rights Guide,371,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
midland-isd\index.html,midland-isd,index.html,Midland ISD Special Education Resources | Parent Rights Guide,371,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
pflugerville-isd\resources.html,pflugerville-isd,resources.html,Special Education Services &amp; Support in Pflugerville ISD | Texas Special Ed,371,True,
mckinney-isd\resources.html,mckinney-isd,resources.html,Special Education Services &amp; Support in McKinney ISD | Texas Special Ed,372,True,
midway-isd\resources.html,midway-isd,resources.html,Special Education Services &amp; Support in Midway ISD | Texas Special Ed,372,True,
north-east-isd\resources.html,north-east-isd,resources.html,Special Education Services &amp; Support in North East ISD | Texas Special Ed,372,True,
conroe-isd\resources.html,conroe-isd,resources.html,Special Education Services &amp; Support in Conroe ISD | Texas Special Ed,373,True,
la-joya-isd\resources.html,la-joya-isd,resources.html,Special Education Services &amp; Support in La Joya ISD | Texas Special Ed,373,True,
mcallen-isd\resources.html,mcallen-isd,resources.html,Special Education Services &amp; Support in McAllen ISD | Texas Special Ed,373,True,
northwest-isd\resources.html,northwest-isd,resources.html,Special Education Services &amp; Support in Northwest ISD | Texas Special Ed,373,True,
arlington-isd\resources.html,arlington-isd,resources.html,Special Education Services &amp; Support in Arlington ISD | Texas Special Ed,374,True,
bryan-isd\resources.html,bryan-isd,resources.html,Special Education Services &amp; Support in Bryan ISD | Texas Special Ed,374,True,
victoria-isd\resources.html,victoria-isd,resources.html,Special Education Services &amp; Support in Victoria ISD | Texas Special Ed,374,True,
wylie-isd\resources.html,wylie-isd,resources.html,Special Education Services &amp; Support in Wylie ISD | Texas Special Ed,374,True,
clint-isd\index.html,clint-isd,index.html,Clint ISD Special Education Resources | Parent Rights Guide,375,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
college-station-isd\index.html,college-station-isd,index.html,College Station ISD Special Education Resources | Parent Rights Guide,375,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
college-station-isd\resources.html,college-station-isd,resources.html,Special Education Services &amp; Support in College Station ISD | Texas Special Ed,375,True,
dickinson-isd\resources.html,dickinson-isd,resources.html,Special Education Services &amp; Support in Dickinson ISD | Texas Special Ed,375,True,
ector-county-isd\index.html,ector-county-isd,index.html,Ector County ISD Special Education Resources | Parent Rights Guide,375,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
new-caney-isd\resources.html,new-caney-isd,resources.html,Special Education Services &amp; Support in New Caney ISD | Texas Special Ed,375,True,
socorro-isd\index.html,socorro-isd,index.html,Socorro ISD Special Education Resources | Parent Rights Guide,375,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
ysleta-isd\index.html,ysleta-isd,index.html,Ysleta ISD Special Education Resources | Parent Rights Guide,375,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
burleson-isd\resources.html,burleson-isd,resources.html,Special Education Services &amp; Support in Burleson ISD | Texas Special Ed,376,True,
judson-isd\resources.html,judson-isd,resources.html,Special Education Services &amp; Support in Judson ISD | Texas Special Ed,376,True,
lake-travis-isd\resources.html,lake-travis-isd,resources.html,Special Education Services &amp; Support in Lake Travis ISD | Texas Special Ed,376,True,
laredo-isd\resources.html,laredo-isd,resources.html,Special Education Services &amp; Support in Laredo ISD | Texas Special Ed,376,True,
round-rock-isd\resources.html,round-rock-isd,resources.html,Special Education Services &amp; Support in Round Rock ISD | Texas Special Ed,376,True,
spring-isd\resources.html,spring-isd,resources.html,Special Education Services &amp; Support in Spring ISD | Texas Special Ed,376,True,
clint-isd\resources.html,clint-isd,resources.html,Special Education Services &amp; Support in Clint ISD | Texas Special Ed,377,True,
melissa-isd\resources.html,melissa-isd,resources.html,Special Education Services &amp; Support in Melissa ISD | Texas Special Ed,377,True,
plano-isd\resources.html,plano-isd,resources.html,Special Education Services &amp; Support in Plano ISD | Texas Special Ed,377,True,
rockwall-isd\resources.html,rockwall-isd,resources.html,Special Education Services &amp; Support in Rockwall ISD | Texas Special Ed,377,True,
texas-city-isd\resources.html,texas-city-isd,resources.html,Special Education Services &amp; Support in Texas City ISD | Texas Special Ed,377,True,
allen-isd\index.html,allen-isd,index.html,Allen ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
belton-isd\resources.html,belton-isd,resources.html,Special Education Services &amp; Support in Belton ISD | Texas Special Ed,378,True,
coppell-isd\index.html,coppell-isd,index.html,Coppell ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
dallas-isd\index.html,dallas-isd,index.html,Dallas ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
denton-isd\index.html,denton-isd,index.html,Denton ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
forney-isd\index.html,forney-isd,index.html,Forney ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
frisco-isd\index.html,frisco-isd,index.html,Frisco ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
garland-isd\index.html,garland-isd,index.html,Garland ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
humble-isd\resources.html,humble-isd,resources.html,Special Education Services &amp; Support in Humble ISD | Texas Special Ed,378,True,
irving-isd\index.html,irving-isd,index.html,Irving ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
irving-isd\resources.html,irving-isd,resources.html,Special Education Services &amp; Support in Irving ISD | Texas Special Ed,378,True,
lewisville-isd\index.html,lewisville-isd,index.html,Lewisville ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
mckinney-isd\index.html,mckinney-isd,index.html,McKinney ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
melissa-isd\index.html,melissa-isd,index.html,Melissa ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
mesquite-isd\index.html,mesquite-isd,index.html,Mesquite ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
pharr-san-juan-alamo-isd\resources.html,pharr-san-juan-alamo-isd,resources.html,Special Education Services &amp; Support in Pharr-San Juan-Alamo ISD | Texas Special Ed,378,True,
plano-isd\index.html,plano-isd,index.html,Plano ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
princeton-isd\index.html,princeton-isd,index.html,Princeton ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
prosper-isd\index.html,prosper-isd,index.html,Prosper ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
richardson-isd\index.html,richardson-isd,index.html,Richardson ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
rockwall-isd\index.html,rockwall-isd,index.html,Rockwall ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
schertz-cibolo-universal-city-isd\resources.html,schertz-cibolo-universal-city-isd,resources.html,Special Education Services &amp; Support in Schertz-Cibolo-Universal City ISD | Texas Special Ed,378,True,
sherman-isd\index.html,sherman-isd,index.html,Sherman ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
wylie-isd\index.html,wylie-isd,index.html,Wylie ISD Special Education Resources | Parent Rights Guide,378,True,"YOUR_BUNDLE_LINK, buy.stripe.com/YOUR_"
